client_id,Sex,birth_date,district_id
154,MALE,1956-08-27,74
155,MALE,1966-05-13,74
156,FEMALE,1957-09-22,54
157,MALE,1970-09-09,52
158,MALE,1972-09-03,40
159,FEMALE,1961-09-10,40
160,FEMALE,1969-06-26,64
161,MALE,1970-12-07,34
162,MALE,1964-10-17,65
163,FEMALE,1956-06-12,74
164,FEMALE,1989-06-04,70
165,FEMALE,1991-11-08,22
166,FEMALE,1988-12-22,22
167,FEMALE,2005-06-18,38
168,MALE,2004-01-05,24
169,FEMALE,1976-09-12,38
170,FEMALE,1973-08-16,38
171,MALE,1952-06-25,51
172,MALE,1962-12-05,51
173,FEMALE,1946-02-08,21
174,FEMALE,2001-11-10,10
175,MALE,1983-07-13,31
176,MALE,1952-03-11,4
178,FEMALE,1983-12-22,8
179,MALE,2003-12-29,43
180,MALE,2005-01-19,73
181,FEMALE,1990-07-06,76
182,MALE,1986-09-13,76
183,MALE,2005-05-19,1
184,MALE,1995-06-05,1
185,FEMALE,1977-05-30,77
186,FEMALE,1988-04-22,46
187,MALE,1965-08-23,58
188,FEMALE,1983-09-02,64
189,FEMALE,1942-08-10,11
190,MALE,1974-12-31,37
191,MALE,1977-09-03,37
192,FEMALE,1994-02-28,70
193,MALE,1985-05-01,1
194,FEMALE,1952-02-20,28
195,FEMALE,1942-11-18,74
196,MALE,1954-08-25,74
197,MALE,1956-04-25,30
198,FEMALE,1999-07-14,60
199,MALE,1946-06-21,29
200,MALE,1955-03-13,29
201,MALE,1957-10-19,17
202,MALE,2004-01-21,29
203,FEMALE,1985-06-10,31
204,MALE,1994-08-17,31
205,MALE,1969-08-15,4
206,MALE,1990-06-13,59
207,FEMALE,1955-05-20,46
208,MALE,1967-08-25,13
209,FEMALE,1958-08-20,13
210,FEMALE,1962-11-30,66
211,FEMALE,1972-08-28,66
212,FEMALE,1998-02-10,52
215,FEMALE,1990-09-24,71
216,FEMALE,1983-01-30,1
217,FEMALE,2002-02-22,59
218,MALE,2007-03-23,1
219,FEMALE,1991-06-02,60
221,MALE,2004-04-25,21
222,MALE,1999-08-29,47
223,MALE,1979-04-27,43
224,MALE,1978-05-11,77
225,FEMALE,1959-05-10,32
226,FEMALE,1965-06-16,1
227,FEMALE,1954-02-18,52
228,FEMALE,1983-05-16,48
229,FEMALE,1992-07-22,76
230,FEMALE,1994-05-10,74
231,FEMALE,1964-02-18,41
232,MALE,1948-08-17,55
233,MALE,1986-02-03,69
234,MALE,1978-06-21,69
235,FEMALE,1970-10-28,44
236,MALE,1984-09-01,70
237,FEMALE,1996-04-22,70
238,FEMALE,1989-01-28,6
239,FEMALE,2001-11-10,1
240,MALE,1956-08-17,34
241,MALE,1982-01-23,70
242,MALE,1988-10-01,17
243,FEMALE,1977-02-10,63
246,FEMALE,1998-02-28,67
247,FEMALE,1980-05-08,1
248,FEMALE,1997-02-12,61
249,MALE,1993-05-05,61
250,MALE,2007-01-25,8
251,MALE,2003-05-03,54
252,MALE,1996-11-01,37
253,FEMALE,1974-07-12,48
254,FEMALE,1986-05-30,28
255,MALE,1978-12-11,27
256,MALE,1990-04-27,73
257,FEMALE,1970-01-04,22
258,MALE,1960-05-31,22
259,FEMALE,1989-06-08,31
260,FEMALE,1989-04-24,31
261,MALE,1965-02-07,38
262,MALE,1968-11-25,77
263,FEMALE,1985-05-20,68
264,FEMALE,2001-08-22,28
265,MALE,1960-03-07,72
266,FEMALE,1994-10-28,19
267,FEMALE,1990-06-12,37
268,FEMALE,2009-07-02,39
269,MALE,1951-02-03,15
270,FEMALE,1970-03-08,46
271,MALE,1972-09-27,46
272,MALE,1971-12-25,70
273,MALE,1999-07-15,27
274,MALE,1998-01-25,17
275,FEMALE,1946-01-12,1
276,MALE,1980-06-11,1
277,FEMALE,1989-01-28,1
278,MALE,2000-02-27,22
279,FEMALE,1993-05-16,22
280,FEMALE,1997-02-18,45
282,FEMALE,1965-04-24,73
283,FEMALE,1956-11-04,73
284,FEMALE,1997-08-06,10
285,MALE,1977-06-03,72
286,FEMALE,1979-06-18,72
287,MALE,2003-09-09,50
288,MALE,1985-04-21,6
289,MALE,1981-03-27,54
290,FEMALE,1982-01-12,72
291,MALE,1982-06-27,72
292,FEMALE,1985-11-06,15
293,MALE,1966-09-27,69
294,MALE,1991-03-21,58
295,MALE,1962-03-27,12
296,MALE,1997-03-01,65
297,MALE,1951-05-15,65
298,MALE,1944-06-13,65
300,FEMALE,1984-09-30,1
301,FEMALE,1965-01-10,28
302,MALE,1994-02-23,56
303,FEMALE,1969-05-06,74
304,MALE,1961-05-11,19
305,FEMALE,1961-06-08,46
308,FEMALE,2003-08-12,68
309,FEMALE,1997-02-14,37
310,FEMALE,1973-04-16,11
311,FEMALE,1957-11-16,64
312,MALE,1947-07-03,2
313,MALE,1969-07-11,24
314,FEMALE,1968-03-22,24
315,MALE,1990-05-01,54
316,FEMALE,1978-04-28,75
317,FEMALE,1984-12-06,64
318,FEMALE,1970-06-02,15
319,FEMALE,1956-06-04,19
320,FEMALE,1957-11-12,19
321,FEMALE,1970-12-24,47
322,MALE,1956-02-01,38
323,FEMALE,1965-06-04,38
324,MALE,1983-12-03,3
325,MALE,1983-02-21,3
326,FEMALE,1994-11-18,27
327,MALE,1991-10-13,27
328,FEMALE,1945-03-24,1
329,MALE,1987-12-03,11
330,MALE,1971-10-05,65
331,FEMALE,1965-03-02,1
332,MALE,2001-07-25,29
333,MALE,1994-10-19,38
334,MALE,1992-10-31,32
335,FEMALE,1994-09-22,73
336,MALE,1991-04-11,39
337,FEMALE,1980-05-08,39
338,MALE,1978-08-19,8
339,FEMALE,1989-07-30,1
340,MALE,1997-10-19,1
341,FEMALE,2000-03-16,69
342,FEMALE,1999-08-30,69
343,MALE,1942-11-19,44
344,FEMALE,1990-09-16,54
345,MALE,1976-12-07,17
346,FEMALE,1988-01-02,17
347,MALE,1982-12-13,71
348,FEMALE,1980-03-24,71
349,MALE,1954-07-27,39
350,FEMALE,1952-06-02,25
351,MALE,1996-05-01,1
352,MALE,1963-08-27,56
353,FEMALE,1988-10-26,7
354,MALE,1949-06-27,49
355,MALE,1953-05-31,49
356,MALE,2007-02-07,1
357,FEMALE,2002-03-30,1
358,FEMALE,1986-08-26,7
359,FEMALE,1993-02-16,66
360,MALE,1966-04-27,49
361,MALE,2004-07-25,74
362,MALE,1977-06-27,35
363,MALE,1965-07-01,35
364,MALE,1970-02-05,54
365,MALE,1953-01-09,1
366,FEMALE,1964-01-10,1
367,MALE,1990-11-03,60
368,FEMALE,1991-10-14,60
369,FEMALE,1958-01-06,7
370,MALE,1983-03-05,71
371,FEMALE,1965-07-16,4
372,MALE,1955-04-03,34
373,FEMALE,1959-02-28,16
374,FEMALE,1990-06-14,26
375,MALE,1996-11-29,61
376,FEMALE,2000-03-08,14
378,MALE,2001-05-15,50
379,MALE,2010-12-13,50
380,MALE,1996-01-19,41
381,FEMALE,2004-03-26,73
382,FEMALE,2001-06-30,73
383,MALE,1966-07-17,15
384,FEMALE,1958-10-08,15
385,FEMALE,1971-03-24,45
386,MALE,2003-08-21,62
387,FEMALE,1950-06-06,76
388,FEMALE,1977-12-30,36
389,FEMALE,2001-08-30,47
390,MALE,2004-03-27,47
391,FEMALE,1960-07-22,47
392,MALE,1977-06-01,74
393,MALE,1979-08-31,74
394,FEMALE,1951-07-18,52
395,MALE,1942-07-05,52
396,FEMALE,1943-05-02,1
397,MALE,1953-03-27,75
398,FEMALE,1952-05-26,61
399,FEMALE,1975-04-14,45
400,MALE,1956-12-27,1
401,MALE,1956-01-19,1
402,MALE,1966-12-25,3
403,FEMALE,2000-07-26,42
404,FEMALE,1990-04-20,42
405,MALE,1961-12-19,65
406,MALE,2000-05-15,36
407,MALE,2002-07-27,73
408,FEMALE,2005-04-22,35
409,FEMALE,1948-06-18,74
410,FEMALE,1985-12-20,62
411,FEMALE,1968-06-14,17
412,MALE,1967-04-17,17
413,FEMALE,2000-01-18,49
414,MALE,1974-12-19,46
415,MALE,1968-04-01,46
416,MALE,1959-12-07,1
417,FEMALE,1953-06-10,1
418,MALE,1989-10-13,28
419,MALE,1997-12-07,64
420,MALE,2001-03-13,18
421,MALE,1988-07-31,54
422,MALE,1969-12-07,69
423,MALE,1980-06-23,37
424,FEMALE,1970-10-08,1
425,FEMALE,1971-02-12,25
426,MALE,1960-06-01,72
427,FEMALE,1968-11-14,72
428,FEMALE,1947-01-16,47
429,FEMALE,2008-03-20,50
430,FEMALE,1943-07-28,39
431,MALE,1954-12-01,24
432,FEMALE,1979-05-26,59
433,MALE,1978-02-07,62
434,FEMALE,1970-03-30,70
435,MALE,1990-10-23,20
436,MALE,1978-06-15,2
437,MALE,1947-03-17,11
438,FEMALE,1961-09-28,32
439,FEMALE,1995-11-12,51
440,MALE,1997-09-07,15
441,FEMALE,1982-09-14,1
442,FEMALE,1999-02-16,1
443,FEMALE,1994-12-20,1
444,MALE,1987-10-01,74
445,MALE,1974-06-27,1
446,MALE,1975-03-19,1
447,FEMALE,1969-09-04,23
448,MALE,1997-10-15,77
450,MALE,1976-11-27,25
451,FEMALE,2002-04-14,12
452,FEMALE,1980-12-22,55
453,FEMALE,1992-07-16,67
454,MALE,1976-08-15,38
455,FEMALE,1943-07-26,68
456,FEMALE,1963-02-28,25
457,FEMALE,1973-09-26,70
458,FEMALE,1984-07-24,68
459,MALE,1994-09-23,32
461,MALE,1997-10-13,68
462,MALE,1993-12-21,14
463,MALE,1967-04-05,38
464,FEMALE,1986-09-30,24
465,MALE,1975-09-01,5
466,MALE,1975-01-19,1
467,MALE,1973-04-17,1
468,MALE,1982-04-27,72
469,MALE,1997-12-13,59
470,MALE,1981-06-21,30
471,MALE,2000-01-11,44
472,MALE,2004-12-27,36
473,MALE,1966-11-25,1
474,MALE,1972-05-31,46
476,MALE,1974-08-01,1
477,FEMALE,1977-07-20,1
478,MALE,2001-06-21,21
479,FEMALE,1970-08-20,11
480,FEMALE,1973-03-24,11
481,FEMALE,1950-01-22,69
482,FEMALE,1961-03-22,69
483,MALE,1967-06-19,1
484,MALE,1986-11-13,28
485,FEMALE,2001-05-16,32
486,FEMALE,1967-04-12,68
487,MALE,1949-06-01,1
488,FEMALE,1940-08-02,1
489,MALE,1963-10-07,41
490,MALE,1973-10-23,55
491,MALE,1989-08-05,63
492,FEMALE,1958-10-26,72
493,FEMALE,1969-08-04,41
494,MALE,2003-05-19,1
495,MALE,1964-06-07,49
496,MALE,1978-07-21,70
497,FEMALE,1976-02-02,74
498,MALE,1975-03-15,74
499,FEMALE,1962-09-08,18
500,FEMALE,1994-01-06,1
501,FEMALE,1960-10-28,62
502,FEMALE,1942-12-08,6
503,FEMALE,1982-07-24,73
504,MALE,2002-08-01,36
505,MALE,2000-12-21,13
506,FEMALE,1969-08-16,75
507,FEMALE,1977-11-16,75
508,FEMALE,1994-04-28,53
509,FEMALE,2003-05-02,73
510,MALE,1999-04-15,12
511,FEMALE,1982-02-18,9
512,MALE,1992-10-03,60
513,MALE,2001-03-11,8
514,MALE,1991-11-15,8
515,FEMALE,1955-05-26,1
516,MALE,1957-06-27,1
517,MALE,1988-07-25,63
518,FEMALE,2006-06-28,54
519,MALE,2003-04-13,18
520,MALE,1974-11-27,46
521,MALE,1998-12-25,69
522,FEMALE,1983-05-04,1
523,MALE,1945-12-17,38
524,FEMALE,1990-03-02,30
525,FEMALE,1992-08-14,30
526,MALE,1987-02-01,43
527,FEMALE,1993-10-18,43
528,MALE,2000-02-11,37
529,MALE,2001-11-05,69
530,MALE,1984-11-27,29
531,FEMALE,1999-10-04,27
532,MALE,2007-11-03,27
533,MALE,1968-07-19,54
534,FEMALE,1980-07-22,74
535,MALE,1960-09-09,26
536,MALE,1962-08-25,47
537,FEMALE,1958-01-16,1
538,FEMALE,1975-07-10,5
540,FEMALE,1944-07-28,19
541,MALE,1954-05-09,19
542,MALE,1948-04-09,59
543,MALE,1985-06-15,11
544,FEMALE,1971-11-16,63
545,MALE,2000-12-11,75
546,MALE,1976-08-25,7
547,MALE,1972-03-31,54
548,FEMALE,1960-12-04,49
550,FEMALE,1984-11-30,7
551,MALE,2003-09-05,47
552,FEMALE,1961-07-08,1
553,MALE,1964-04-07,1
554,MALE,1952-06-19,30
555,MALE,1949-10-21,30
556,FEMALE,1969-07-08,29
557,MALE,1962-07-17,51
558,MALE,1947-09-05,43
559,MALE,1999-11-05,32
560,FEMALE,1995-02-16,71
561,FEMALE,1990-01-10,74
562,FEMALE,2002-11-22,49
563,MALE,1988-11-09,72
564,FEMALE,1978-01-24,72
565,MALE,1986-09-03,64
566,MALE,1973-05-05,47
567,FEMALE,1973-05-02,47
568,MALE,1987-09-19,8
569,MALE,1985-06-15,73
570,MALE,1968-03-31,61
571,MALE,1947-09-27,3
572,FEMALE,1947-10-04,3
573,FEMALE,1990-08-10,69
574,MALE,1995-12-25,1
575,FEMALE,1993-04-04,58
576,FEMALE,2001-07-12,58
577,MALE,1991-02-05,1
578,MALE,2004-09-07,23
579,MALE,1960-07-31,72
581,FEMALE,1976-04-04,70
582,FEMALE,1973-09-26,1
583,MALE,1992-03-01,75
584,MALE,2003-07-13,33
585,MALE,1969-04-21,40
586,MALE,1970-11-03,40
587,FEMALE,1972-09-08,25
588,FEMALE,1987-12-20,61
589,MALE,1984-09-17,45
590,MALE,1972-02-15,44
591,MALE,2001-12-29,65
592,FEMALE,1988-07-18,26
593,FEMALE,1981-09-10,60
596,FEMALE,1971-10-24,69
597,FEMALE,1966-02-22,55
598,MALE,1993-12-31,1
599,FEMALE,2004-07-18,1
601,FEMALE,1989-03-12,56
602,FEMALE,1992-03-16,56
603,MALE,1993-05-09,13
604,MALE,1992-10-01,1
605,MALE,1997-10-27,1
606,MALE,1976-03-25,10
607,FEMALE,1987-03-30,64
608,MALE,1995-08-31,67
609,FEMALE,1985-09-02,52
610,FEMALE,2006-10-10,74
611,MALE,1975-10-13,36
612,FEMALE,1988-01-10,36
613,FEMALE,2004-10-10,1
614,MALE,1974-04-03,14
615,MALE,1976-11-13,68
616,MALE,1998-01-01,58
617,FEMALE,1997-03-14,70
618,FEMALE,1959-05-16,57
619,MALE,1943-09-07,6
620,MALE,1945-04-13,6
621,MALE,1962-03-17,54
622,MALE,1959-01-23,74
623,FEMALE,1948-09-04,24
624,FEMALE,1959-09-26,24
625,FEMALE,2006-01-24,60
626,MALE,2003-04-13,9
627,MALE,1995-04-11,17
628,MALE,1997-07-27,17
629,FEMALE,1999-03-10,16
630,MALE,1975-03-03,61
631,FEMALE,1983-05-22,70
632,FEMALE,1969-03-16,67
633,FEMALE,1965-08-12,67
635,MALE,1954-08-29,17
636,MALE,1958-02-17,17
637,MALE,1998-02-15,39
638,MALE,1988-04-03,54
639,FEMALE,2001-08-02,31
640,MALE,2002-04-15,26
641,FEMALE,1989-09-04,40
642,MALE,1986-10-25,40
643,MALE,1976-08-13,1
644,MALE,1988-06-23,35
645,MALE,1948-12-21,14
646,MALE,1949-11-29,34
647,FEMALE,1952-04-06,34
648,FEMALE,1962-11-28,70
649,FEMALE,2005-07-02,13
651,MALE,2003-03-27,54
652,FEMALE,1961-12-08,61
653,MALE,1958-01-21,1
654,MALE,1969-07-17,64
655,FEMALE,1965-12-10,32
656,FEMALE,1979-06-06,1
657,FEMALE,1953-09-10,8
658,MALE,1949-12-21,8
659,MALE,1988-12-07,24
660,FEMALE,1946-03-22,16
661,MALE,1946-03-15,16
662,MALE,1968-08-07,5
663,FEMALE,1946-01-20,24
664,MALE,2007-05-19,77
665,MALE,1959-06-05,62
666,MALE,2005-05-23,26
667,FEMALE,2008-09-20,26
668,MALE,1970-02-25,1
669,MALE,1984-02-19,12
670,MALE,1982-01-21,1
671,MALE,1998-04-27,10
672,MALE,1957-01-09,46
673,MALE,1962-10-29,36
674,MALE,1954-03-11,11
675,FEMALE,1998-11-12,50
676,MALE,1976-02-07,70
677,FEMALE,1986-05-24,5
678,FEMALE,1960-07-28,39
679,MALE,1963-03-19,8
680,MALE,1967-07-09,8
681,MALE,2000-01-15,15
682,MALE,2002-10-21,18
683,MALE,1972-10-29,76
684,FEMALE,2003-06-10,3
685,MALE,1958-02-13,72
686,MALE,1998-12-03,32
687,FEMALE,1998-01-28,32
688,FEMALE,1977-05-04,1
689,FEMALE,1987-08-02,70
690,MALE,1965-11-07,38
691,MALE,1971-03-13,38
692,MALE,1963-03-11,74
693,MALE,1958-03-17,74
694,FEMALE,1959-02-28,29
695,MALE,1978-06-27,28
696,MALE,1980-02-01,28
697,MALE,1997-05-01,1
698,MALE,1977-02-27,75
699,FEMALE,1949-06-22,26
700,FEMALE,1952-11-20,12
702,MALE,1996-01-07,31
703,FEMALE,1982-04-26,4
704,MALE,1998-05-01,54
705,FEMALE,1961-12-10,19
706,MALE,1971-08-05,1
707,FEMALE,1964-12-14,1
708,MALE,2005-01-27,50
709,MALE,1957-12-29,1
710,FEMALE,1948-11-28,23
711,FEMALE,1990-10-16,48
712,FEMALE,1985-12-04,54
713,MALE,2007-05-29,20
714,FEMALE,1993-10-08,31
715,MALE,1979-03-15,1
716,FEMALE,1982-02-04,1
717,FEMALE,1991-05-02,54
718,FEMALE,1987-04-28,54
719,MALE,1997-08-09,46
720,FEMALE,1977-09-06,29
721,MALE,1963-02-15,43
722,MALE,1998-01-25,62
723,FEMALE,1984-09-26,12
724,FEMALE,1980-04-02,65
725,MALE,1979-12-11,75
726,MALE,1958-02-13,16
727,FEMALE,1957-09-20,32
728,FEMALE,1955-01-20,32
729,MALE,1996-05-17,63
730,FEMALE,1996-08-14,63
731,FEMALE,2006-03-22,74
732,MALE,2001-07-05,74
733,FEMALE,2001-07-28,46
734,FEMALE,2012-03-14,46
735,FEMALE,1996-11-26,1
736,FEMALE,2004-06-26,1
737,FEMALE,1975-11-04,74
738,FEMALE,1943-03-26,25
739,FEMALE,1965-04-16,72
740,MALE,1946-11-07,55
741,MALE,1964-07-09,74
742,MALE,1978-12-15,1
743,MALE,1964-02-17,1
744,FEMALE,1963-07-18,26
745,FEMALE,1993-04-14,52
746,FEMALE,1985-04-16,52
747,FEMALE,1980-10-20,24
748,MALE,1959-10-15,25
749,MALE,1960-09-29,25
750,MALE,1983-11-29,70
751,MALE,1982-03-09,70
752,FEMALE,1967-12-20,72
753,FEMALE,1967-11-24,72
754,FEMALE,1974-08-04,63
755,MALE,1970-11-21,72
756,MALE,1943-05-13,31
757,FEMALE,1998-02-20,71
758,FEMALE,1988-09-26,68
759,FEMALE,1978-05-20,29
760,MALE,1963-10-25,57
762,FEMALE,1960-04-20,21
763,FEMALE,1954-10-24,75
764,MALE,1982-12-13,49
765,MALE,1992-12-31,65
766,MALE,1953-09-03,1
767,FEMALE,1946-06-16,1
768,MALE,1958-11-23,32
769,MALE,2000-12-15,40
772,FEMALE,1967-12-10,64
773,FEMALE,1958-10-30,4
774,MALE,1996-03-03,70
775,FEMALE,1968-01-30,51
776,MALE,1980-07-03,1
777,FEMALE,1984-05-20,1
778,FEMALE,1963-06-04,13
779,FEMALE,1971-08-12,69
780,FEMALE,1947-02-26,3
781,FEMALE,1968-09-20,72
782,FEMALE,1990-05-18,5
783,MALE,1998-05-25,27
784,FEMALE,1987-12-28,27
785,MALE,1957-09-09,63
786,FEMALE,2001-09-06,53
787,FEMALE,1970-12-08,3
788,MALE,1997-09-03,47
789,MALE,1954-09-21,4
790,MALE,1994-07-09,63
791,MALE,1977-11-29,68
793,FEMALE,2001-02-04,21
794,FEMALE,2006-09-16,21
796,FEMALE,1942-08-30,1
797,MALE,1971-01-27,8
798,FEMALE,1967-04-12,27
799,MALE,1959-02-19,27
803,MALE,1974-02-15,35
804,MALE,1983-03-23,35
806,FEMALE,2003-04-22,60
807,MALE,1996-12-21,53
808,FEMALE,1986-11-28,31
809,MALE,1942-10-15,49
810,FEMALE,1972-11-24,58
811,FEMALE,1963-05-28,58
812,FEMALE,1963-12-06,39
813,MALE,1987-01-29,70
814,MALE,1982-10-01,19
815,MALE,1991-12-27,22
816,MALE,1985-04-01,17
818,MALE,1989-04-27,54
819,FEMALE,1981-07-08,74
820,FEMALE,1988-01-06,74
821,FEMALE,1971-05-12,49
822,FEMALE,1986-07-08,37
823,FEMALE,1979-10-24,41
824,MALE,1975-09-05,27
825,FEMALE,2000-04-02,74
826,MALE,2001-01-23,1
827,FEMALE,1992-11-04,10
828,FEMALE,1981-12-10,10
829,MALE,1980-05-19,24
830,MALE,1971-08-27,69
831,FEMALE,1971-05-02,2
832,MALE,1951-02-23,67
833,MALE,1983-06-11,5
834,MALE,1945-12-17,54
835,FEMALE,1970-12-20,28
836,FEMALE,1971-06-14,28
837,FEMALE,1997-10-14,71
838,FEMALE,1995-04-04,71
839,FEMALE,1982-07-18,47
840,FEMALE,1960-04-26,20
841,FEMALE,2004-02-10,69
842,MALE,1960-09-03,12
843,MALE,1984-11-03,54
844,FEMALE,1968-01-14,22
845,FEMALE,1980-03-30,22
846,MALE,1972-12-01,35
847,MALE,2002-12-25,49
849,FEMALE,1966-08-06,26
850,MALE,1992-09-21,19
851,FEMALE,1942-06-16,25
852,FEMALE,1943-08-04,25
853,FEMALE,1972-06-02,70
854,FEMALE,1969-01-02,72
855,FEMALE,1953-01-28,58
856,FEMALE,1942-01-22,23
857,MALE,1971-02-21,32
858,MALE,1986-05-29,47
859,MALE,1995-09-29,1
860,FEMALE,1990-12-08,1
861,MALE,1983-11-13,1
862,MALE,1975-01-05,30
863,MALE,1996-01-29,54
864,MALE,1976-03-27,11
865,MALE,1974-01-03,11
866,FEMALE,2003-01-24,38
870,FEMALE,1980-05-06,70
871,MALE,1997-03-11,76
872,FEMALE,1986-02-22,35
873,MALE,1967-01-05,60
874,MALE,1979-11-05,14
875,MALE,1979-12-07,14
876,MALE,1983-11-25,1
877,MALE,1954-03-21,5
878,MALE,1943-04-17,5
879,FEMALE,1971-02-08,38
880,MALE,1983-02-17,49
881,FEMALE,2002-04-22,5
882,MALE,1960-11-09,70
883,FEMALE,1947-03-06,75
884,FEMALE,1941-10-14,75
885,FEMALE,1946-02-08,34
886,FEMALE,1971-02-02,34
887,FEMALE,2001-01-28,66
888,FEMALE,1996-10-26,28
889,FEMALE,2008-12-24,54
890,FEMALE,1942-03-30,77
891,MALE,1954-01-31,33
892,FEMALE,1949-07-24,42
893,MALE,1962-12-23,43
894,FEMALE,1957-08-18,75
895,MALE,1993-07-03,39
896,FEMALE,2000-06-24,36
897,MALE,2004-03-25,36
898,MALE,1970-06-27,38
899,MALE,1967-02-13,38
900,FEMALE,2000-04-10,73
901,MALE,1942-12-21,39
902,MALE,1973-08-15,23
903,FEMALE,1957-03-06,31
904,FEMALE,1955-02-08,1
905,MALE,1963-10-23,38
906,FEMALE,2001-06-16,65
907,MALE,1971-03-11,51
908,MALE,1988-05-07,51
909,MALE,1998-09-07,23
910,MALE,1984-09-27,1
911,FEMALE,1962-11-28,43
912,MALE,1943-10-29,76
913,FEMALE,1961-11-18,1
914,MALE,1948-03-19,1
915,MALE,1998-05-03,12
916,MALE,1981-06-29,3
917,FEMALE,2000-11-16,25
918,MALE,1987-12-23,26
921,MALE,1981-04-13,7
922,FEMALE,1999-10-16,22
923,FEMALE,2001-08-22,22
